Odds,Units,Won,
1.56, 5, 1
1.64, 5, 1
1.51, 4.69, 1
1.58, 5, 1
1.71, 3, 1
1.54, 5, 1
1.65, 5, 0 
1.68, 4.4, 0,
2.25, 3, 1
1.63, 5, 1,
1.63, 2, 0,
1.69, 5, 1, 
1.86, 5, 0
1.68, 5, 0, 
2.05, 2, 0,
1.65, 5, 1, 
3.1, 5, 0,
1.54, 2, 1,
1.91, 5, 0,
1.65, 5, 0,
1.56, 2, 1,
2.05, 5, 0,
1.54, 2, 1,
1.57, 2, 1,
1.57, 5, 1, 
1.66, 5, 1,
2.02, 5, 0, 
